,track_artist,track_popularity,track_album_release_date,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_label,release_date_label
7644,Johnnie Taylor,36.0,1976,rap,southern hip hop,0.612,0.462,1.0,-9.519,0.0,0.0436,0.7,2.01e-05,0.643,0.695,79.607,292000.0,Low,1970-1980
7645,Carl Marshall,32.0,2010-04-06,rap,southern hip hop,0.7,0.71,5.0,-4.351,1.0,0.0394,0.304,0.0,0.105,0.452,80.515,352280.0,Low,2010-2015
7646,J. Blackfoot,32.0,2002,rap,southern hip hop,0.416,0.468,9.0,-11.786,0.0,0.0469,0.093,0.0,0.354,0.27,67.713,302867.0,Low,2000-2010
7647,Tucka: King Of Swing,34.0,2012-08-14,rap,southern hip hop,0.808,0.562,1.0,-6.933,1.0,0.0405,0.29,2.55e-05,0.0591,0.914,101.984,336119.0,Low,2010-2015
7648,Sir Charles Jones,36.0,2008-01-10,rap,southern hip hop,0.83,0.493,10.0,-7.904,1.0,0.0852,0.456,0.0,0.285,0.714,116.009,313827.0,Low,2000-2010
7649,Willie Clayton,36.0,2006-10-03,rap,southern hip hop,0.631,0.634,6.0,-6.089,0.0,0.0417,0.234,0.0,0.0788,0.608,147.971,240747.0,Low,2000-2010
7650,Tucka,28.0,2011-04-21,rap,southern hip hop,0.861,0.666,0.0,-8.131,0.0,0.0346,0.149,0.0,0.166,0.867,110.975,268920.0,Low,2010-2015
7651,Betty Wright,41.0,2002-07-02,rap,southern hip hop,0.776,0.768,2.0,-5.019,1.0,0.0502,0.267,2.4e-06,0.983,0.838,101.591,499400.0,Medium,2000-2010
7652,Marvin Sease,34.0,1994,rap,southern hip hop,0.74,0.707,4.0,-7.972,0.0,0.106,0.0285,0.000123,0.0466,0.603,119.217,430107.0,Low,1990-2000
7653,Pokey,0.0,2013-07-04,rap,southern hip hop,0.655,0.463,0.0,-7.881,1.0,0.0432,0.452,0.0,0.106,0.644,78.55,305732.0,,2010-2015
7654,T.K. Soul,26.0,2012-10-23,rap,southern hip hop,0.814,0.541,11.0,-7.0,1.0,0.0779,0.107,0.0,0.0428,0.975,93.383,256968.0,Low,2010-2015
7655,Johnnie Taylor,37.0,1997-02-25,rap,southern hip hop,0.802,0.815,9.0,-6.174,1.0,0.0474,0.262,0.0,0.229,0.888,138.491,267307.0,Low,1990-2000
7656,Vick Allen,35.0,2012-10-21,rap,southern hip hop,0.657,0.675,2.0,-5.536,1.0,0.0283,0.0888,6.15e-06,0.444,0.883,88.021,251000.0,Low,2010-2015
7657,"Bobby ""Blue"" Bland",38.0,1985-10-14,rap,southern hip hop,0.67,0.479,8.0,-10.666,1.0,0.0418,0.567,1.97e-05,0.103,0.557,136.565,249267.0,Low,1980-1990
7658,Mel Waiters,29.0,2012-02-01,rap,southern hip hop,0.8,0.895,0.0,-3.56,1.0,0.0638,0.161,0.0,0.293,0.92,99.012,232961.0,Low,2010-2015
7659,T.K. Soul,36.0,2014-02-04,rap,southern hip hop,0.682,0.616,2.0,-6.218,0.0,0.0494,0.0788,0.0,0.123,0.468,142.969,255008.0,Low,2010-2015
7660,Tucka: King Of Swing,32.0,2012-08-14,rap,southern hip hop,0.758,0.56,1.0,-7.924,1.0,0.0335,0.352,0.00136,0.0719,0.973,105.992,334865.0,Low,2010-2015
7661,Johnnie Taylor,34.0,1988-06-12,rap,southern hip hop,0.535,0.361,9.0,-16.82,0.0,0.0542,0.441,1.25e-05,0.317,0.442,75.795,233667.0,Low,1980-1990
7662,Betty Wright,45.0,1988-01-01,rap,southern hip hop,0.752,0.448,10.0,-13.427,1.0,0.0764,0.0573,0.0,0.0978,0.58,145.968,312840.0,Medium,1980-1990
7663,Tucka,32.0,2014-03-27,rap,southern hip hop,0.783,0.67,11.0,-5.902,1.0,0.0306,0.0167,0.000826,0.0842,0.965,105.997,293059.0,Low,2010-2015
7664,Omar Cunningham,33.0,2003,rap,southern hip hop,0.779,0.616,6.0,-6.97,0.0,0.0911,0.0615,2.44e-06,0.317,0.78,80.008,277747.0,Low,2000-2010
7665,Willie Clayton,28.0,2006-01-10,rap,southern hip hop,0.819,0.611,0.0,-6.287,1.0,0.114,0.3,0.000199,0.108,0.894,173.926,287093.0,Low,2000-2010
7666,Billy Soul Bonds,32.0,2006-06-13,rap,southern hip hop,0.749,0.548,9.0,-6.865,1.0,0.0452,0.135,0.0,0.0918,0.651,135.983,288320.0,Low,2000-2010
7667,Karen Wolfe,34.0,2009-05-03,rap,southern hip hop,0.812,0.476,10.0,-10.11,1.0,0.0381,0.334,0.0,0.12,0.85,99.861,252467.0,Low,2000-2010
7668,Pokey,0.0,2013-04-27,rap,southern hip hop,0.578,0.534,8.0,-4.901,1.0,0.0348,0.0357,0.0,0.323,0.521,82.696,240000.0,,2010-2015
7669,Wilson Meadows,31.0,2014-09-14,rap,southern hip hop,0.502,0.401,0.0,-11.677,1.0,0.107,0.0498,0.0,0.0932,0.81,100.241,257987.0,Low,2010-2015
7670,Omar Cunningham,32.0,2008-01-01,rap,southern hip hop,0.581,0.494,1.0,-10.121,0.0,0.223,0.113,0.0,0.302,0.614,155.091,288667.0,Low,2000-2010
7671,Peggy Scott-Adams,31.0,2008-02-25,rap,southern hip hop,0.559,0.435,2.0,-9.524,1.0,0.0986,0.206,0.0,0.0661,0.587,165.055,315493.0,Low,2000-2010
7672,J. Blackfoot,34.0,1997-10-10,rap,southern hip hop,0.78,0.473,4.0,-7.265,0.0,0.0291,0.575,0.0,0.0498,0.598,82.21,325560.0,Low,1990-2000
7673,Johnnie Taylor,38.0,1973,rap,southern hip hop,0.645,0.453,5.0,-10.087,0.0,0.0453,0.758,0.00183,0.0798,0.521,96.449,306933.0,Low,1970-1980
7674,T.K. Soul,32.0,2014-02-04,rap,southern hip hop,0.711,0.419,0.0,-6.353,1.0,0.145,0.294,0.00013,0.0622,0.592,188.597,252370.0,Low,2010-2015
7675,The Louisiana Blues Brothas,0.0,2014-07-02,rap,southern hip hop,0.677,0.533,11.0,-10.841,1.0,0.0668,0.0138,0.0,0.128,0.388,80.027,275723.0,,2010-2015
7676,Tyrone Davis,38.0,1969,rap,southern hip hop,0.545,0.669,1.0,-6.239,0.0,0.0456,0.314,0.0,0.0553,0.886,102.041,177733.0,Low,<1970
7677,Keith Frank,29.0,2014-07-05,rap,southern hip hop,0.943,0.455,9.0,-7.543,0.0,0.296,0.152,0.0135,0.0595,0.838,107.94,190840.0,Low,2010-2015
7678,Tucka,32.0,2016-07-21,rap,southern hip hop,0.768,0.74,2.0,-6.702,1.0,0.035,0.0798,0.00914,0.11,0.962,97.005,274200.0,Low,2015-2020
7679,Jeff Floyd,30.0,2002,rap,southern hip hop,0.759,0.425,7.0,-9.338,1.0,0.0412,0.441,0.0113,0.152,0.694,149.948,301840.0,Low,2000-2010
7680,Maze,46.0,2011-01-01,rap,southern hip hop,0.776,0.57,6.0,-5.392,0.0,0.0335,0.222,2.23e-06,0.111,0.964,103.028,234707.0,Medium,2010-2015
7681,T.K. Soul,27.0,2012-10-23,rap,southern hip hop,0.688,0.441,11.0,-5.344,0.0,0.0691,0.381,0.0,0.0506,0.467,170.125,320706.0,Low,2010-2015
7682,Reggie P,0.0,2010-07-20,rap,southern hip hop,0.797,0.252,0.0,-16.769,1.0,0.0649,0.238,0.0,0.15,0.714,160.076,369373.0,,2010-2015
7683,Tucka: King Of Swing,30.0,2012-08-14,rap,southern hip hop,0.834,0.583,0.0,-6.895,1.0,0.0342,0.109,5.88e-06,0.0622,0.897,105.002,327995.0,Low,2010-2015
7684,Avail Hollywood,32.0,2011-03-01,rap,southern hip hop,0.766,0.555,6.0,-5.62,0.0,0.0425,0.00542,0.0,0.338,0.714,104.963,237083.0,Low,2010-2015
7685,Peggy Scott-Adams,30.0,2008-02-25,rap,southern hip hop,0.699,0.639,4.0,-6.113,1.0,0.172,0.502,0.0,0.0786,0.905,179.903,237760.0,Low,2000-2010
7686,"Lee ""Shot"" Williams",23.0,2000,rap,southern hip hop,0.857,0.523,5.0,-9.651,0.0,0.0782,0.0169,4.65e-05,0.0541,0.808,111.018,328320.0,Low,1990-2000
7687,Shirley Brown,48.0,1974,rap,southern hip hop,0.595,0.309,8.0,-10.422,1.0,0.0593,0.661,0.000149,0.458,0.469,124.918,238000.0,Medium,1970-1980
7688,Various Artists,0.0,2016-03-04,rap,southern hip hop,0.699,0.67,5.0,-9.465,0.0,0.0561,0.135,0.0,0.138,0.76,95.984,247800.0,,2015-2020
7689,Tucka,30.0,2016-07-21,rap,southern hip hop,0.931,0.39,8.0,-6.134,1.0,0.0594,0.159,0.0,0.0812,0.806,96.006,300440.0,Low,2015-2020
7690,Bigg Robb,26.0,2009-04-20,rap,southern hip hop,0.912,0.573,0.0,-6.898,1.0,0.0398,0.0381,1.23e-05,0.0475,0.872,96.995,322347.0,Low,2000-2010
7691,Jackie Neal,21.0,2007-07-05,rap,southern hip hop,0.853,0.532,10.0,-5.119,0.0,0.0603,0.0154,8.2e-06,0.227,0.876,102.933,239653.0,Low,2000-2010
7692,Omar Cunningham,32.0,2003,rap,southern hip hop,0.794,0.691,5.0,-4.886,0.0,0.102,0.0223,0.00018,0.127,0.845,93.998,247347.0,Low,2000-2010
7693,LaMorris Williams,30.0,2011-02-08,rap,southern hip hop,0.754,0.603,5.0,-6.973,1.0,0.0707,0.21,0.0,0.0769,0.549,134.047,277293.0,Low,2010-2015
7694,Kendrick Lamar,79.0,2017-04-14,rap,southern hip hop,0.638,0.523,1.0,-6.664,1.0,0.357,0.00454,0.0,0.0842,0.422,139.913,185947.0,High,2015-2020
7695,XXXTENTACION,79.0,2017-02-20,rap,southern hip hop,0.763,0.726,1.0,-6.405,1.0,0.282,0.259,0.0,0.0976,0.349,139.059,126346.0,High,2015-2020
7696,Big Sean,2.0,2017-02-03,rap,southern hip hop,0.803,0.524,2.0,-6.245,1.0,0.277,0.0563,0.0,0.174,0.349,75.531,142907.0,Low,2015-2020
7697,Stormzy,57.0,2017-02-24,rap,southern hip hop,0.726,0.808,10.0,-4.377,0.0,0.134,0.344,0.000163,0.0828,0.483,96.042,207739.0,Medium,2015-2020
7700,Lupe Fiasco,55.0,2017-02-10,rap,southern hip hop,0.79,0.762,6.0,-5.704,0.0,0.243,0.0418,0.0,0.087,0.96,75.549,274910.0,Medium,2015-2020
7701,Logic,46.0,2017-03-31,rap,southern hip hop,0.885,0.936,1.0,-5.879,1.0,0.0894,0.148,0.0,0.0703,0.763,110.011,162373.0,Medium,2015-2020
7702,Jidenna,44.0,2017-02-03,rap,southern hip hop,0.735,0.801,1.0,-4.738,0.0,0.195,0.154,0.0,0.0941,0.561,156.998,235663.0,Medium,2015-2020
7703,Flume,0.0,2017-02-17,rap,southern hip hop,0.312,0.796,11.0,-5.8,1.0,0.0945,0.0255,0.00111,0.185,0.28,106.221,191144.0,,2015-2020
7704,Wyclef Jean,49.0,2017-02-03,rap,southern hip hop,0.689,0.531,0.0,-7.333,0.0,0.239,0.0191,0.0,0.0889,0.366,139.873,207684.0,Medium,2015-2020
7705,Lupe Fiasco,43.0,2017-02-10,rap,southern hip hop,0.913,0.646,0.0,-6.848,1.0,0.0985,0.0107,0.0,0.33,0.611,114.965,169186.0,Medium,2015-2020
7706,Rich Homie Quan,20.0,2014-12-09,rap,southern hip hop,0.797,0.575,8.0,-5.244,0.0,0.0555,0.0157,0.0,0.0479,0.21,127.962,236748.0,Low,2010-2015
7707,Big Sean,61.0,2017-02-03,rap,southern hip hop,0.482,0.781,11.0,-5.334,1.0,0.412,0.629,2.87e-06,0.413,0.336,57.967,325840.0,Medium,2015-2020
7708,Blvck O,8.0,2017-02-27,rap,southern hip hop,0.797,0.462,7.0,-10.91,1.0,0.362,0.262,0.0,0.112,0.0892,104.107,212308.0,Low,2015-2020
7709,Future,17.0,2017-08-04,rap,southern hip hop,0.694,0.493,1.0,-8.581,1.0,0.373,0.0331,2.04e-06,0.431,0.313,166.457,265366.0,Low,2015-2020
7710,Big Sean,76.0,2017-02-03,rap,southern hip hop,0.78,0.574,1.0,-5.628,0.0,0.141,0.104,0.0,0.129,0.273,81.502,222360.0,High,2015-2020
7711,Joey Bada$$,55.0,2017-04-07,rap,southern hip hop,0.553,0.877,7.0,-4.694,0.0,0.371,0.166,0.0,0.0481,0.557,166.242,223553.0,Medium,2015-2020
7712,Taylor Gang,47.0,2016-12-16,rap,southern hip hop,0.96,0.624,2.0,-2.814,1.0,0.0838,0.206,0.0,0.132,0.478,109.986,229026.0,Medium,2015-2020
7713,Brodinski,12.0,2017-03-03,rap,southern hip hop,0.859,0.531,7.0,-7.533,1.0,0.315,0.142,0.0,0.115,0.352,130.085,206797.0,Low,2015-2020
7714,Tee Grizzley,48.0,2017-01-06,rap,southern hip hop,0.587,0.712,1.0,-6.312,1.0,0.414,0.173,0.0,0.126,0.374,97.991,254694.0,Medium,2015-2020
7715,Derek Wise,26.0,2016-02-03,rap,southern hip hop,0.442,0.55,4.0,-7.453,0.0,0.0654,0.0877,4.7e-05,0.17,0.0944,134.646,245186.0,Low,2015-2020
7716,Rich Gang,0.0,2016-11-08,rap,southern hip hop,0.766,0.45,8.0,-8.398,0.0,0.123,0.0319,0.0,0.174,0.135,112.908,242312.0,,2015-2020
7717,Travis Scott,0.0,2017-02-10,rap,southern hip hop,0.849,0.52,1.0,-9.814,0.0,0.26,0.0273,0.0238,0.116,0.185,141.9,265314.0,,2015-2020
7718,Young Thug,50.0,2016-03-25,rap,southern hip hop,0.896,0.423,8.0,-7.987,1.0,0.44,0.02,0.0,0.182,0.282,132.928,278040.0,Medium,2015-2020
7719,Fly Ty,0.0,2016-12-21,rap,southern hip hop,0.862,0.617,1.0,-6.534,1.0,0.297,0.0709,0.0,0.21,0.33,139.933,240065.0,,2015-2020
7720,2 Chainz,40.0,2017-03-06,rap,southern hip hop,0.789,0.715,0.0,-3.477,1.0,0.178,0.367,0.0,0.0947,0.39,130.045,247385.0,Low,2015-2020
7721,Desiigner,11.0,2017-04-03,rap,southern hip hop,0.724,0.623,1.0,-5.169,0.0,0.286,0.204,0.0,0.131,0.448,130.054,348491.0,Low,2015-2020
7722,THEY.,0.0,2017-01-13,rap,southern hip hop,0.772,0.84,2.0,-4.48,1.0,0.103,0.0218,0.0,0.288,0.613,129.928,192459.0,,2015-2020
7723,Jidenna,45.0,2017-02-17,rap,southern hip hop,0.709,0.549,9.0,-6.772,0.0,0.0606,0.301,1.36e-05,0.192,0.321,94.99,227320.0,Medium,2015-2020
7724,Klone Ambition,22.0,2016-10-30,rap,southern hip hop,0.819,0.66,4.0,-6.999,0.0,0.0887,0.00835,2.74e-06,0.168,0.172,105.006,96710.0,Low,2015-2020
7725,Rexx Life Raj,33.0,2016-10-07,rap,southern hip hop,0.818,0.42,6.0,-10.504,0.0,0.397,0.27,0.0,0.101,0.476,124.845,246720.0,Low,2015-2020
7726,Rahmeen,0.0,2017-01-30,rap,southern hip hop,0.676,0.546,4.0,-7.946,0.0,0.0366,0.234,2.94e-05,0.0995,0.665,139.977,180349.0,,2015-2020
7727,2 Chainz,0.0,2017-01-20,rap,southern hip hop,0.813,0.763,11.0,-1.199,0.0,0.281,0.281,0.0,0.107,0.362,130.074,225253.0,,2015-2020
7728,Chynna,33.0,2016-02-05,rap,southern hip hop,0.666,0.396,1.0,-14.316,1.0,0.381,0.175,0.000544,0.126,0.0773,116.041,198939.0,Low,2015-2020
7729,GASHI,2.0,2017-03-01,rap,southern hip hop,0.71,0.547,1.0,-8.215,1.0,0.0691,0.022,6.04e-05,0.12,0.142,152.003,202752.0,Low,2015-2020
7730,Ayo & Teo,3.0,2017-01-13,rap,southern hip hop,0.797,0.88,1.0,-2.534,1.0,0.04,0.0813,0.0,0.272,0.779,144.925,238379.0,Low,2015-2020
7731,Drake,74.0,2017-03-18,rap,southern hip hop,0.925,0.443,1.0,-8.216,1.0,0.264,0.0172,0.0,0.276,0.35,136.078,236615.0,High,2015-2020
7732,Drake,70.0,2017-03-18,rap,southern hip hop,0.877,0.391,1.0,-8.196,1.0,0.063,0.0317,0.000502,0.0945,0.122,131.018,189230.0,Medium,2015-2020
7733,Drake,60.0,2017-03-18,rap,southern hip hop,0.856,0.572,1.0,-8.429,1.0,0.373,0.0136,1.55e-06,0.121,0.454,82.445,228438.0,Medium,2015-2020
7734,JID,0.0,2016-12-16,rap,southern hip hop,0.587,0.659,1.0,-7.533,1.0,0.315,0.0296,1.32e-05,0.0691,0.246,103.449,241693.0,,2015-2020
7735,Divine Council,40.0,2016-12-02,rap,southern hip hop,0.953,0.699,11.0,-5.861,1.0,0.204,0.0612,0.0,0.1,0.258,120.018,103993.0,Low,2015-2020
7736,Divine Council,40.0,2016-12-02,rap,southern hip hop,0.779,0.801,7.0,-4.939,1.0,0.282,0.193,0.0,0.109,0.533,146.881,228550.0,Low,2015-2020
7737,Kendrick Lamar,7.0,2017-03-31,rap,southern hip hop,0.907,0.591,1.0,-7.507,0.0,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,177604.0,Low,2015-2020
7738,Big Sean,66.0,2015-02-24,rap,southern hip hop,0.79,0.621,1.0,-7.634,1.0,0.275,0.33,0.0,0.122,0.15,118.896,252040.0,Medium,2015-2020
7739,Young Thug,56.0,2015-04-16,rap,southern hip hop,0.71,0.486,11.0,-6.221,0.0,0.251,0.0641,0.0,0.112,0.17,133.284,226733.0,Medium,2015-2020
7740,Uncle Murda,27.0,2016-04-14,rap,southern hip hop,0.808,0.328,1.0,-10.068,1.0,0.46,0.274,0.0,0.12,0.136,140.114,224418.0,Low,2015-2020
7741,DJ Max Star,0.0,2016-12-05,rap,southern hip hop,0.419,0.625,10.0,-8.785,0.0,0.0891,0.0293,1.17e-05,0.348,0.235,141.731,294478.0,,2015-2020
7742,G-Eazy,44.0,2017-04-11,rap,southern hip hop,0.745,0.543,4.0,-9.019,1.0,0.358,0.341,0.0,0.175,0.417,120.1,193227.0,Medium,2015-2020
7743,Young Thug,2.0,2014-07-01,rap,southern hip hop,0.809,0.801,1.0,-5.461,1.0,0.407,0.0408,0.0,0.353,0.744,81.94,201960.0,Low,2010-2015
7744,dopeSMOOTHIES,0.0,2017-03-30,rap,southern hip hop,0.934,0.359,9.0,-10.569,0.0,0.37,0.488,8.29e-05,0.567,0.429,120.002,174940.0,,2015-2020
7745,A$AP Ferg,46.0,2016-06-22,rap,southern hip hop,0.543,0.727,0.0,-4.78,1.0,0.299,0.0966,0.0,0.419,0.207,166.006,178560.0,Medium,2015-2020
7746,Skepta,3.0,2016-05-06,rap,southern hip hop,0.827,0.854,0.0,-3.43,1.0,0.238,0.334,0.0,0.073,0.869,139.089,185968.0,Low,2015-2020
7747,Kendrick Lamar,67.0,2017-04-14,rap,southern hip hop,0.568,0.619,1.0,-6.899,1.0,0.414,0.138,1.67e-06,0.11,0.293,170.115,254200.0,Medium,2015-2020
7748,XXXTENTACION,0.0,2017-04-13,rap,southern hip hop,0.663,0.872,9.0,-4.984,1.0,0.246,0.0945,0.000427,0.312,0.48,146.004,174839.0,,2015-2020
7749,Kendrick Lamar,72.0,2017-04-14,rap,southern hip hop,0.748,0.705,4.0,-4.547,0.0,0.485,0.204,0.0,0.246,0.483,189.891,208733.0,High,2015-2020
7750,Gucci Mane,0.0,2017-04-14,rap,southern hip hop,0.834,0.493,5.0,-6.567,0.0,0.128,0.0606,7.95e-05,0.0666,0.28,140.007,252017.0,,2015-2020
7751,Chynna,30.0,2014-07-25,rap,southern hip hop,0.841,0.629,2.0,-10.379,1.0,0.274,0.781,0.0,0.116,0.674,119.047,232777.0,Low,2010-2015
7752,Young Thug,57.0,2017-03-23,rap,southern hip hop,0.631,0.732,1.0,-4.706,1.0,0.203,0.0304,0.0,0.261,0.549,151.779,231659.0,Medium,2015-2020
7753,Wale,1.0,2017-01-20,rap,southern hip hop,0.792,0.675,2.0,-4.526,1.0,0.093,0.0722,0.0,0.143,0.11,127.076,215440.0,Low,2015-2020
7754,Wale,0.0,2017-04-06,rap,southern hip hop,0.889,0.534,4.0,-6.788,0.0,0.133,0.0379,0.0,0.105,0.209,134.986,176504.0,,2015-2020
7755,Drake,1.0,2017-03-18,rap,southern hip hop,0.903,0.439,8.0,-11.813,1.0,0.397,0.0407,0.0,0.138,0.532,139.112,307593.0,Low,2015-2020
7756,Snoop Dogg,42.0,2016-07-01,rap,southern hip hop,0.599,0.858,1.0,-2.848,1.0,0.0794,0.0163,0.0,0.297,0.61,149.448,237040.0,Medium,2015-2020
7757,Damion,0.0,2017-02-23,rap,southern hip hop,0.803,0.636,10.0,-6.004,1.0,0.307,0.107,0.0,0.0903,0.324,140.006,219840.0,,2015-2020
7758,J. Cole,70.0,2016-12-09,rap,southern hip hop,0.657,0.421,9.0,-11.378,1.0,0.412,0.352,0.000218,0.187,0.181,174.063,264747.0,Medium,2015-2020
7759,2 Chainz,35.0,2017-03-09,rap,southern hip hop,0.895,0.564,7.0,-7.261,1.0,0.502,0.734,1.25e-06,0.718,0.366,129.97,251693.0,Low,2015-2020
7760,Brodinski,8.0,2017-04-07,rap,southern hip hop,0.861,0.582,2.0,-9.64,0.0,0.326,0.41,9.42e-05,0.108,0.728,124.026,201297.0,Low,2015-2020
7761,Brodinski,32.0,2017-03-03,rap,southern hip hop,0.811,0.605,5.0,-8.942,1.0,0.128,0.0998,9.09e-05,0.108,0.189,128.042,198757.0,Low,2015-2020
7762,Big Boi,1.0,2017,rap,southern hip hop,0.771,0.527,7.0,-6.798,0.0,0.232,0.205,0.0,0.0978,0.113,139.934,266857.0,Low,2015-2020
7763,A$AP Mob,51.0,2017-04-28,rap,southern hip hop,0.734,0.743,9.0,-5.671,0.0,0.083,0.563,0.000378,0.0751,0.332,116.07,182365.0,Medium,2015-2020
7764,Blvck O,20.0,2017-04-24,rap,southern hip hop,0.734,0.543,1.0,-6.375,1.0,0.345,0.312,4.03e-06,0.0862,0.0417,122.029,228197.0,Low,2015-2020
7765,WELL$,24.0,2016-10-21,rap,southern hip hop,0.751,0.64,2.0,-9.721,1.0,0.225,0.114,0.0,0.0955,0.252,119.98,214015.0,Low,2015-2020
7766,Mike WiLL Made-It,34.0,2017-03-24,rap,southern hip hop,0.759,0.705,1.0,-5.21,1.0,0.223,0.00806,0.0,0.889,0.15,140.048,222657.0,Low,2015-2020
7767,Mike WiLL Made-It,39.0,2017-03-24,rap,southern hip hop,0.769,0.603,1.0,-5.815,1.0,0.088,0.177,0.0,0.172,0.255,120.051,216041.0,Low,2015-2020
7768,Mike WiLL Made-It,60.0,2017-03-24,rap,southern hip hop,0.934,0.359,1.0,-5.133,1.0,0.23,0.173,8.11e-06,0.152,0.0886,140.004,274847.0,Medium,2015-2020
7769,Mike WiLL Made-It,62.0,2017-03-24,rap,southern hip hop,0.741,0.562,4.0,-5.474,0.0,0.165,0.172,0.0,0.0751,0.292,180.068,240926.0,Medium,2015-2020
7770,Playboi Carti,61.0,2017-04-14,rap,southern hip hop,0.827,0.57,0.0,-8.22,1.0,0.365,0.0457,0.0,0.148,0.412,148.119,183552.0,Medium,2015-2020
7771,Playboi Carti,65.0,2017-04-14,rap,southern hip hop,0.772,0.605,0.0,-4.223,0.0,0.0579,0.174,0.0,0.329,0.425,128.162,126043.0,Medium,2015-2020
7772,Tyga,0.0,2017-05-05,rap,southern hip hop,0.889,0.628,3.0,-8.735,0.0,0.343,0.0892,0.000148,0.118,0.541,150.05,225600.0,,2015-2020
7773,Future,9.0,2017-08-04,rap,southern hip hop,0.804,0.456,8.0,-7.44,1.0,0.0468,0.000668,0.0,0.31,0.165,130.014,225135.0,Low,2015-2020
7774,Bryson Tiller,52.0,2017-05-10,rap,southern hip hop,0.646,0.534,1.0,-7.644,1.0,0.418,0.0578,0.0,0.12,0.427,99.987,213657.0,Medium,2015-2020
7775,Desiigner,63.0,2017-02-09,rap,southern hip hop,0.65,0.801,8.0,-2.178,1.0,0.0694,0.117,0.000231,0.347,0.356,124.123,268813.0,Medium,2015-2020
7776,Machine Gun Kelly,42.0,2017-05-12,rap,southern hip hop,0.341,0.518,9.0,-5.012,0.0,0.07,0.000673,0.00716,0.745,0.0901,52.538,183760.0,Medium,2015-2020
7777,Belly,37.0,2017-04-07,rap,southern hip hop,0.849,0.499,9.0,-6.654,0.0,0.0497,0.289,1.91e-06,0.0854,0.654,119.998,195360.0,Low,2015-2020
7778,XXXTENTACION,63.0,2017-04-20,rap,southern hip hop,0.853,0.591,7.0,-5.583,1.0,0.179,0.174,0.0,0.0993,0.433,119.088,164598.0,Medium,2015-2020
7779,Logic,51.0,2017-05-05,rap,southern hip hop,0.839,0.888,1.0,-4.181,1.0,0.116,0.13,0.000376,0.116,0.6,115.005,331347.0,Medium,2015-2020
7780,Logic,56.0,2017-05-05,rap,southern hip hop,0.856,0.758,1.0,-5.783,0.0,0.227,0.0304,0.0,0.105,0.18,124.073,206613.0,Medium,2015-2020
7781,Rich Brian,7.0,2017-05-12,rap,southern hip hop,0.681,0.659,9.0,-6.405,1.0,0.268,0.000856,8.17e-06,0.11,0.225,156.004,173294.0,Low,2015-2020
7782,Future,68.0,2017-05-23,rap,southern hip hop,0.727,0.431,2.0,-12.007,1.0,0.395,0.0111,0.0166,0.506,0.223,150.005,257987.0,Medium,2015-2020
7783,Lil Yachty,52.0,2017-05-26,rap,southern hip hop,0.957,0.588,1.0,-6.984,1.0,0.295,0.0612,0.0,0.0962,0.298,127.055,246325.0,Medium,2015-2020
7784,A$AP Mob,65.0,2017-05-22,rap,southern hip hop,0.848,0.663,8.0,-5.606,0.0,0.245,0.523,0.0,0.108,0.333,133.993,255413.0,Medium,2015-2020
7785,D'african,16.0,2017-05-19,rap,southern hip hop,0.669,0.539,5.0,-6.332,0.0,0.0329,0.0163,0.00154,0.192,0.0834,125.035,138199.0,Low,2015-2020
7786,Yo Gotti,0.0,2017-05-17,rap,southern hip hop,0.707,0.697,1.0,-2.471,1.0,0.205,0.0183,0.0,0.131,0.399,162.239,221983.0,,2015-2020
7787,CHRIS YONGE,35.0,2017-03-07,rap,southern hip hop,0.731,0.478,9.0,-13.217,0.0,0.136,0.792,0.000559,0.0986,0.128,110.104,251182.0,Low,2015-2020
7788,PnB Rock,43.0,2017-06-09,rap,southern hip hop,0.565,0.639,4.0,-6.691,1.0,0.049,0.148,0.0,0.105,0.156,101.841,264303.0,Medium,2015-2020
7789,Belly,48.0,2016-11-11,rap,southern hip hop,0.78,0.527,8.0,-6.937,1.0,0.0402,0.0206,0.00376,0.118,0.197,112.03,226187.0,Medium,2015-2020
7790,GASHI,0.0,2017-06-08,rap,southern hip hop,0.735,0.82,0.0,-6.402,0.0,0.0331,0.00834,0.0,0.0954,0.518,134.889,177003.0,,2015-2020
7791,Lil Pump,52.0,2017-06-06,rap,southern hip hop,0.803,0.789,10.0,-3.434,0.0,0.0383,0.0304,0.0,0.378,0.647,119.999,106021.0,Medium,2015-2020
7792,DJ Khaled,0.0,2017-06-05,rap,southern hip hop,0.461,0.812,10.0,-5.776,0.0,0.241,0.0184,0.000375,0.21,0.72,159.869,193902.0,,2015-2020
7793,Miami Bass Tracks,14.0,2013-10-19,rap,southern hip hop,0.793,0.607,2.0,-11.183,1.0,0.05,0.00133,0.554,0.376,0.302,130.016,317778.0,Low,2010-2015
7794,DJ Kool,52.0,1996-01-01,rap,southern hip hop,0.697,0.901,7.0,-7.154,1.0,0.259,0.169,0.0,0.356,0.535,103.145,290160.0,Medium,1990-2000
7795,DJ Jazzy Jeff & The Fresh Prince,40.0,1988-03-29,rap,southern hip hop,0.88,0.556,1.0,-15.463,1.0,0.256,0.00353,0.0,0.0474,0.396,98.126,245293.0,Low,1980-1990
